address,location,type,price,listing_image,beds,baths,half_baths,square_feet,brokerage,attribution
"538 East 89th Street, 4W, Manhattan, NY 10128",YORKVILLE,CONDO,3900,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137336/48163622?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Keller Williams Nyc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"152 East 35th Street, 3H, Manhattan, NY 10016",MURRAY HILL,CO-OP,2750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137334/48149120?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Level Group Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"East 95th Street, Manhattan, NY 10128",YORKVILLE,CONDO,4720,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/145043/52992666?w=3840&q=75,1,1,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"251 East Broadway, 5W, Manhattan, NY 10002",LOWER EAST SIDE/CHINATOWN,CONDO,2995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137331/48164978?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Bond New York Properties Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"311 West Broadway, 5G, Manhattan, NY 10013",SOHO,CONDO,13500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137321/48147460?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"555 10th Avenue, 44G, Manhattan, NY 10018",HUDSON YARDS,CONDO,5675,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137318/48146737?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Extell Marketing Group Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"172 West 79th Street, 18A, Manhattan, NY 10024",UPPER WEST SIDE,CONDO,7200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137316/48147475?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Brown Harris Stevens Residential Sales Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"75 Wall Street, 22Q, Manhattan, NY 10005",FINANCIAL DISTRICT,CONDO,3695,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137313/48177651?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Platinum Properties,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"510 East 14th Street, 712, Manhattan, NY 10009",ALPHABET CITY,CONDO,5750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137312/48145648?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Extell Marketing Group Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"293 Hawthorne Street, 5C, Brooklyn, NY 11225",PROSPECT LEFFERTS GARDENS,TOWNHOUSE,3850,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137311/48144803?w=3840&q=75,3,2,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"Second Avenue, Manhattan, NY 10029",EAST HARLEM,CONDO,3850,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/145017/52988260?w=3840&q=75,1,1,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"1420-1422 Third Avenue, 3RN, Manhattan, NY 10028",UPPER EAST SIDE,CONDO,2700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137303/48163627?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Keller Williams Nyc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"155 East 34th Street, 17T, Manhattan, NY 10016",MURRAY HILL,CONDO,3900,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137302/48142591?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of R New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"145 West 67th Street, 10J, Manhattan, NY 10023",LINCOLN SQUARE,CONDO,3300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137301/48143058?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Mirador Real Estate Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"510 West 110th Street, 3B, Manhattan, NY 10025",MANHATTAN VALLEY,CONDO,3250,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137300/48143045?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Serhant Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"215 East 19th Street, 2E, Manhattan, NY 10003",GRAMERCY,CONDO,8550,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137292/48140995?w=3840&q=75,1,2,1,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"215 East 19th Street, 6G, Manhattan, NY 10003",GRAMERCY,CONDO,5500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137286/48140920?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"5-09 50th Avenue, 3, Queens, NY 11101",HUNTERS POINT,CO-OP,5417,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137267/48139699?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"429 Kent Avenue, L33, Brooklyn, NY 11249",WILLIAMSBURG,CONDO,17000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,3,4,1,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"330 East 39th Street, 17H, Manhattan, NY 10016",MURRAY HILL,CONDO,4000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137239/48138386?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Mirador Real Estate Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"230 East 20th Street, 26, Manhattan, NY 10003",GRAMERCY,CONDO,6500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137247/48151816?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"Washington Street, Manhattan, NY 10006",FINANCIAL DISTRICT,CONDO,4040,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/144956/52981364?w=3840&q=75,Not listed,1,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"324 West 84th Street, 63, Manhattan, NY 10024",UPPER WEST SIDE,CONDO,3395,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137245/48165002?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Bond New York Properties Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"1215 Park Avenue, 1, Manhattan, NY 10128",CARNEGIE HILL,CONDO,4750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137231/48178825?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Paulette Brown Properties,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"325 Kent Avenue, 1513, Brooklyn, NY 11249",WILLIAMSBURG,CONDO,3300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137230/48163653?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Keller Williams Nyc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"122 Montague Street, 4, Brooklyn, NY 11201",BROOKLYN HEIGHTS,CONDO,3300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137229/48155158?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"122 Montague Street, 5, Brooklyn, NY 11201",BROOKLYN HEIGHTS,TOWNHOUSE,3700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137228/48134655?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"378 Bleecker Street, 2F, Manhattan, NY 10014",W. GREENWICH VILLAGE,CONDO,3600,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137221/48141123?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of R New York,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"Wall Street, Manhattan, NY 10005",FINANCIAL DISTRICT,CONDO,4720,https://api-prod.corelogic.com/trestle/Media/REBNY/Property/PHOTO-jpeg/1054128911/1/NTk0Mi80NzM4LzY/Ni8xNDQ2My8xNzA0NDg1ODg4/lxxqzbuKFQXnWrmXls6t8L5pLtAdgu1o2WsiG-_H-Yc?w=3840&q=75,Not listed,1,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"258 Lafayette Avenue, 1, Brooklyn, NY 11238",CLINTON HILL,CO-OP,4250,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137218/48132294?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Brown Harris Stevens Residential Sales Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"527 West 27th Street, 5B, Manhattan, NY 10001",CHELSEA,CONDO,7800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137215/48131517?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Brown Harris Stevens Residential Sales Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"260 West 52nd Street, 4C, Manhattan, NY 10019",MIDTOWN WEST,CONDO,3141,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137214/48144865?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Rose Associates Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"21 West Street, 30E, Manhattan, NY 10006",FINANCIAL DISTRICT,CONDO,4287,https://api-prod.corelogic.com/trestle/Media/REBNY/Property/PHOTO-jpeg/1054128123/1/NTk0Mi80NzM4LzIw/MjAvMTA4MzcvMTcwNDQ4NTEwNw/o2waYBvW8MweClLydxot7pOdg3cZxv9WxTPIXVwgRbA?w=3840&q=75,1,2,Not listed,Not listed,Courtesy of Rose Associates Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"301 West 89th Street, 10, Manhattan, NY 10024",UPPER WEST SIDE,CO-OP,3650,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137211/48150313?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Weichert Properties,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"557 West 149th Street, 1, Manhattan, NY 10031",HAMILTON HEIGHTS,CONDO,1838,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137210/48131527?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Bohemia Realty Group Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"107 East 102nd Street, 2G, Manhattan, NY 10029",EAST HARLEM,CONDO,2500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137207/48130875?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"85 Adams Street, 10A, Brooklyn, NY 11201",DUMBO,CONDO,6800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137203/48129804?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Brown Harris Stevens Residential Sales Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"294 6th Street, 1, Brooklyn, NY 11215",PARK SLOPE,CONDO,4200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"30 Cornelia Street, 21, Manhattan, NY 10014",WEST VILLAGE,CONDO,3800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137188/48127151?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"7 Dey Street, 12K, Manhattan, NY 10007",FINANCIAL DISTRICT,CONDO,4106,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137184/48126330?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"199 Monitor Street, 2, Brooklyn, NY 11222",GREENPOINT,TOWNHOUSE,3900,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Sothebys International Realty,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"95 Kingston Avenue, 2R, Brooklyn, NY 11213",CROWN HEIGHTS,CONDO,2700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137176/48169969?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Mns,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"95 Kingston Avenue, 3R, Brooklyn, NY 11213",CROWN HEIGHTS,CONDO,2650,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137175/48169924?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Mns,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"60 East 12th Street, 11B, Manhattan, NY 10003",GREENWICH VILLAGE,CONDO,6695,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Abode Residential Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"60 East 12th Street, 5K, Manhattan, NY 10003",GREENWICH VILLAGE,CONDO,5700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Abode Residential Llc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"520 East 14th Street, 2, Manhattan, NY 10009",E. GREENWICH VILLAGE,CONDO,2750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137172/48141155?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Pocketbroker Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"55 West 25th Street, 26A, Manhattan, NY 10010",NOMAD,CONDO,4995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137166/48131594?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Rose Associates Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"61-55 Junction Boulevard, 16A, Queens, NY 11374",REGO PARK,CONDO,3385,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137165/48120039?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Rose Associates Inc,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"Chambers Street, Manhattan, NY 10282",BATTERY PARK CITY,CONDO,6230,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/144870/52976807?w=3840&q=75,2,2,1,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"Park Avenue, Manhattan, NY 10016",MURRAY HILL,CONDO,4150,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/144869/52954250?w=3840&q=75,1,1,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"East 10th Street, Manhattan, NY 10003",EAST VILLAGE,CONDO,4650,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/144868/52958472?w=3840&q=75,1,1,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"11 West 116th Street, 6B, Manhattan, NY 10026",SOUTH HARLEM,CONDO,5165,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137164/48122870?w=3840&q=75,2,3,1,Not listed,Courtesy of Douglas Elliman Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"530 Park Avenue, 4A, Manhattan, NY 10065",LENOX HILL,CONDO,15500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/137114/48132428?w=3840&q=75,2,3,1,Not listed,Courtesy of Compass,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"235 East 95th Street, C32G, Manhattan, NY 10128",YORKVILLE,CONDO,3643,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleIdx/92858/48113793?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Rent Ny Real Estate,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"558 Washington Avenue, 2, Brooklyn, NY 11238",CLINTON HILL,APARTMENT BUILDING,2800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"409 Hawthorne Street, 3, Brooklyn, NY 11203",WINGATE,APARTMENT BUILDING,3600,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7731830/mediarouting.vestahub.com/Media/140586331?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"41-34 Crescent Street, 7L, Queens, NY 11101",LONG ISLAND CITY,APARTMENT BUILDING,519513,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7731747/mediarouting.vestahub.com/Media/140577768?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"146 Duane Street, 4B, Manhattan, NY 10013",TRIBECA,APARTMENT BUILDING,5000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7731733/mediarouting.vestahub.com/Media/140589443?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
