address,location,type,price,listing_image,beds,baths,half_baths,square_feet,brokerage,attribution
"211 West 14th Street, 9A, Manhattan, NY 10011",CHELSEA/HUDSON YARDS,CONDO,14500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7704700/mediarouting.vestahub.com/Media/138405709?w=3840&q=75,2,2,1,1332,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"Amsterdam Avenue, Manhattan, NY 10025",MORNINGSIDE HEIGHTS,APARTMENT BUILDING,4995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277924/mediarouting.vestahub.com/Media/139020166?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"Amsterdam Avenue, Manhattan, NY 10025",MORNINGSIDE HEIGHTS,APARTMENT BUILDING,4995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277396/mediarouting.vestahub.com/Media/138938849?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"East 79th Street, Manhattan, NY 10021",UPPER EAST SIDE,APARTMENT BUILDING,3900,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277739/mediarouting.vestahub.com/Media/139011459?w=3840&q=75,1,1,Not listed,655,Not listed,Not listed
"East 56th Street, Manhattan, NY 10022",SUTTON AREA,APARTMENT BUILDING,5850,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277335/mediarouting.vestahub.com/Media/138909315?w=3840&q=75,2,1,Not listed,1084,Not listed,Not listed
"Jane Street, Manhattan, NY 10014",WEST VILLAGE,APARTMENT BUILDING,3950,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277580/mediarouting.vestahub.com/Media/138965312?w=3840&q=75,Not listed,1,Not listed,472,Not listed,Not listed
"Downing Street, Manhattan, NY 10014",WEST VILLAGE,APARTMENT BUILDING,5995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277716/mediarouting.vestahub.com/Media/139011388?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"East 79th Street, Manhattan, NY 10075",UPPER EAST SIDE,APARTMENT BUILDING,280827,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277594/mediarouting.vestahub.com/Media/138969378?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"East 46th Street, Manhattan, NY 10017",MIDTOWN EAST,APARTMENT BUILDING,5595,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277679/mediarouting.vestahub.com/Media/138993704?w=3840&q=75,1,2,Not listed,Not listed,Not listed,Not listed
"York Avenue, Manhattan, NY 10021",UPPER EAST SIDE,APARTMENT BUILDING,9195,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277917/mediarouting.vestahub.com/Media/139019909?w=3840&q=75,3,2,1,Not listed,Not listed,Not listed
"Fifth Avenue, Manhattan, NY 10011",GREENWICH VILLAGE,CO-OP,5700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277654/mediarouting.vestahub.com/Media/138989900?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"338 Eldert Street, 3A, Bushwick, NY 11237",BUSHWICK,RENTAL,2500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3502098/53e3a3bef55510dcc5ee71213c82fc2e?w=3840&q=75,1,1,Not listed,650,Courtesy of Alg Ny Management Llc,Not listed
"Address Withheld By Seller, Canarsie, NY 11236",CANARSIE,RENTAL,2500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3502053/1c8be59444d044053e182416fc7cf980?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Harmony Homes Rlty Group Llc,Not listed
"1474 E 87th Street, Canarsie, NY 11236",CANARSIE,RENTAL,2100,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:H6267237/61239a3240bc97e8b50d1cc5aee47765?w=3840&q=75,2,1,Not listed,950,Courtesy of Exp Realty,Not listed
"Washington Street, Manhattan, NY 10006",FINANCIAL DISTRICT,CONDO,5000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/51341/30370513?w=3840&q=75,1,1,Not listed,704,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"Sheridan Square, Manhattan, NY 10014",WEST VILLAGE,RENTAL,10450,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/5374/27486102?w=3840&q=75,2,2,Not listed,1000,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"Eldert Street, Brooklyn, NY 11237",BUSHWICK,RENTAL,2500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/51037/27494658?w=3840&q=75,1,1,Not listed,650,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"Duane Street, Manhattan, NY 10013",TRIBECA,RENTAL,25000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/50806/31604085?w=3840&q=75,4,4,Not listed,Not listed,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"Duane Street, Manhattan, NY 10007",TRIBECA,RENTAL,10080,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/47369/28790850?w=3840&q=75,2,2,Not listed,1100,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"West 89th Street, Manhattan, NY 10024",UPPER WEST SIDE,RENTAL,9400,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/45902/23271129?w=3840&q=75,2,2,Not listed,963,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"176 Woodward Avenue, 106, Queens, NY 11385",RIDGEWOOD,APARTMENT BUILDING,4050,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711430/mediarouting.vestahub.com/Media/138847571?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"29-11 Queens Plaza North, 30A, Queens, NY 11101",LONG ISLAND CITY,APARTMENT BUILDING,4209,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711429/mediarouting.vestahub.com/Media/138847346?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"486 East 74th Street, 3A, Manhattan, NY 10021",UPPER EAST SIDE,APARTMENT BUILDING,3000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711427/mediarouting.vestahub.com/Media/138946775?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"326 Bond Street, 2F, Brooklyn, NY 11231",CARROLL GARDENS,APARTMENT BUILDING,4600,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711422/mediarouting.vestahub.com/Media/138831110?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"180 Lafayette Street, 3, Manhattan, NY 10013",SOHO-NOLITA,LOFT BUILDING,8995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,Not listed,2,1,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"601 West 174th Street, 5GG, Manhattan, NY 10033",WASHINGTON HEIGHTS,APARTMENT BUILDING,2750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711393/mediarouting.vestahub.com/Media/138817253?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"623 Avenue H, 3E, Brooklyn, NY 11230",MIDWOOD,CONDO,3000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711390/mediarouting.vestahub.com/Media/139015631?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"215 East 24th Street, 317, Manhattan, NY 10010",GRAMERCY,CO-OP,3095,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,Not listed,1,Not listed,450,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"1143 Fifth Avenue, GND/LL, Manhattan, NY 10128",CARNEGIE HILL,MULTI-FAMILY TOWNHOUSE,16000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711361/mediarouting.vestahub.com/Media/138809457?w=3840&q=75,Not listed,2,Not listed,2500,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"846 Carroll Street, 1, Brooklyn, NY 11215",PARK SLOPE,CONDO,4999,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/PropertyAPI/NewTaxi/41896/mediarouting.vestahub.com/Media/124738889?w=3840&q=75,1,1,Not listed,750,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"594 Pacific Street, 1, Brooklyn, NY 11217",PARK SLOPE,RESIDENTIAL,2400,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,Not listed,1,Not listed,550,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"150 East 57th Street, 10D, Manhattan, NY 10022",SUTTON AREA,APARTMENT BUILDING,6150,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711330/mediarouting.vestahub.com/Media/138799078?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"6047 Huxley Avenue, Bronx, NY 10471",RIVERDALE,SINGLE FAMILY TOWNHOUSE,5500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711325/mediarouting.vestahub.com/Media/138797470?w=3840&q=75,4,2,Not listed,1600,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"702 49th Street, 3R, Brooklyn, NY 11220",SUNSET PARK,CO-OP,2950,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711307/mediarouting.vestahub.com/Media/138795254?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"363 East 145th Street, Bronx, NY 10454",MOTT HAVEN,SINGLE FAMILY TOWNHOUSE,2430,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711298/mediarouting.vestahub.com/Media/138786898?w=3840&q=75,1,1,1,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"152 West 140th Street, 4B, Manhattan, NY 10030",HARLEM,RESIDENTIAL,2650,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711275/mediarouting.vestahub.com/Media/138781770?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"256 West 15th Street, 3RE, Manhattan, NY 10011",CHELSEA/HUDSON YARDS,APARTMENT BUILDING,4120,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711264/mediarouting.vestahub.com/Media/138781377?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"545 Washington Avenue, 510, Brooklyn, NY 11238",CLINTON HILL,CONDO,5300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711253/mediarouting.vestahub.com/Media/138781290?w=3840&q=75,2,2,Not listed,1133,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"40 Broad Street, 24D, Manhattan, NY 10004",FINANCIAL DISTRICT,CONDO,5750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711215/mediarouting.vestahub.com/Media/138777526?w=3840&q=75,2,2,Not listed,1050,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"648 West 158th Street, Manhattan, NY 10032",WASHINGTON HEIGHTS,SINGLE FAMILY TOWNHOUSE,2250,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711168/mediarouting.vestahub.com/Media/138766340?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"34-49 81st Street, 1S, Queens, NY 11372",JACKSON HEIGHTS,CO-OP,2200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711167/mediarouting.vestahub.com/Media/138766227?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"2291 Adam Clayton Powell Jr Boulevard, 1, Manhattan, NY 10030",HARLEM,APARTMENT BUILDING,2200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711148/mediarouting.vestahub.com/Media/138759241?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"272 Dean Street, 3, Brooklyn, NY 11217",BOERUM HILL,CONDO,5950,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711130/mediarouting.vestahub.com/Media/138747933?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"250 Ashland Place, 48B, Brooklyn, NY 11217",FORT GREENE,APARTMENT BUILDING,6580,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711020/mediarouting.vestahub.com/Media/138875161?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"630 First Avenue, 17E, Manhattan, NY 10016",MURRAY HILL,CONDO,5000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710966/mediarouting.vestahub.com/Media/138736893?w=3840&q=75,2,2,Not listed,970,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"30 West 63rd Street, 15VW, Manhattan, NY 10023",UPPER WEST SIDE,CONDO,8650,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710947/mediarouting.vestahub.com/Media/138709255?w=3840&q=75,2,2,Not listed,1240,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"623 41st Street, GARDEN, Brooklyn, NY 11232",SUNSET PARK,MULTI-FAMILY TOWNHOUSE,3300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710859/mediarouting.vestahub.com/Media/138694325?w=3840&q=75,3,2,Not listed,1100,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"630 First Avenue, 33M, Manhattan, NY 10016",MURRAY HILL,CONDO,6300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710855/mediarouting.vestahub.com/Media/138799336?w=3840&q=75,3,2,Not listed,1050,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"163 West 10th Street, 3RW, Manhattan, NY 10014",WEST VILLAGE,APARTMENT BUILDING,3595,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710853/mediarouting.vestahub.com/Media/138710229?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"145 East 48th Street, 12B, Manhattan, NY 10017",MIDTOWN EAST,CONDO,3250,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710845/mediarouting.vestahub.com/Media/138749049?w=3840&q=75,1,1,Not listed,463,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"144 West Street, 501, Brooklyn, NY 11222",GREENPOINT,APARTMENT BUILDING,3950,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710731/mediarouting.vestahub.com/Media/138688732?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"163 6th Avenue, GARDEN, Brooklyn, NY 11217",PARK SLOPE,MULTI-FAMILY TOWNHOUSE,4500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710171/mediarouting.vestahub.com/Media/138809381?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"2841 Broadway, 4L1, Manhattan, NY 10025",MORNINGSIDE HEIGHTS,APARTMENT BUILDING,5800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710137/mediarouting.vestahub.com/Media/138636758?w=3840&q=75,3,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"136 Suffolk Street, UNITD, Manhattan, NY 10002",LOWER EAST SIDE,CONDO,6500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7708084/mediarouting.vestahub.com/Media/138668500?w=3840&q=75,2,1,Not listed,920,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"1 Irving Place, G14H, Manhattan, NY 10003",GRAMERCY,CONDO,4000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7707777/mediarouting.vestahub.com/Media/138764622?w=3840&q=75,Not listed,1,Not listed,460,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"77 West 68th Street, 2E, Manhattan, NY 10023",UPPER WEST SIDE,CO-OP,4600,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"175 West 90th Street, 10G, Manhattan, NY 10024",UPPER WEST SIDE,CONDO,6700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7700628/mediarouting.vestahub.com/Media/138187001?w=3840&q=75,3,1,1,1285,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"57 Tompkins Place, Brooklyn, NY 11201",COBBLE HILL,SINGLE FAMILY TOWNHOUSE,10000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7698282/mediarouting.vestahub.com/Media/138961952?w=3840&q=75,3,1,2,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"105 Joralemon Street, 3B, Brooklyn, NY 11201",BROOKLYN HEIGHTS,APARTMENT BUILDING,12000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7643420/mediarouting.vestahub.com/Media/138786418?w=3840&q=75,3,2,1,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"Tiemann Place, Manhattan, NY 10027",MORNINGSIDE HEIGHTS,APARTMENT BUILDING,3727,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277644/mediarouting.vestahub.com/Media/138987394?w=3840&q=75,3,1,Not listed,Not listed,Not listed,Not listed
"West 16th Street, Manhattan, NY 10011",CHELSEA/HUDSON YARDS,APARTMENT BUILDING,6995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2278111/mediarouting.vestahub.com/Media/139027020?w=3840&q=75,3,1,Not listed,Not listed,Not listed,Not listed
"West End Avenue, Manhattan, NY 10023",UPPER WEST SIDE,APARTMENT BUILDING,3550,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277323/mediarouting.vestahub.com/Media/138906917?w=3840&q=75,Not listed,1,Not listed,Not listed,Not listed,Not listed
"Saint Marks Place, Manhattan, NY 10009",EAST VILLAGE,APARTMENT BUILDING,2675,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277321/mediarouting.vestahub.com/Media/138906774?w=3840&q=75,Not listed,1,Not listed,Not listed,Not listed,Not listed
"Waverly Place, Manhattan, NY 10003",GREENWICH VILLAGE,APARTMENT BUILDING,3510,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277576/mediarouting.vestahub.com/Media/138963212?w=3840&q=75,Not listed,1,Not listed,Not listed,Not listed,Not listed
"West 120th Street, Manhattan, NY 10027",SOUTH HARLEM,APARTMENT BUILDING,2787,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277275/mediarouting.vestahub.com/Media/138838185?w=3840&q=75,Not listed,1,Not listed,Not listed,Not listed,Not listed
"West 120th Street, Manhattan, NY 10027",SOUTH HARLEM,APARTMENT BUILDING,3087,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277274/mediarouting.vestahub.com/Media/138836944?w=3840&q=75,Not listed,1,Not listed,500,Not listed,Not listed
"East 46th Street, Manhattan, NY 10017",MIDTOWN EAST,APARTMENT BUILDING,3995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277678/mediarouting.vestahub.com/Media/138993695?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"East 56th Street, Manhattan, NY 10022",SUTTON AREA,APARTMENT BUILDING,4595,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277676/mediarouting.vestahub.com/Media/138993683?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"North End Avenue, Manhattan, NY 10282",BATTERY PARK CITY,APARTMENT BUILDING,8895,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277642/mediarouting.vestahub.com/Media/138987364?w=3840&q=75,2,2,Not listed,Not listed,Not listed,Not listed
"East 39th Street, Manhattan, NY 10016",MURRAY HILL,APARTMENT BUILDING,7329,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277922/mediarouting.vestahub.com/Media/139020008?w=3840&q=75,2,2,Not listed,Not listed,Not listed,Not listed
"Broadway, Manhattan, NY 10031",MANHATTANVILLE,APARTMENT BUILDING,2495,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277675/mediarouting.vestahub.com/Media/138993637?w=3840&q=75,3,1,Not listed,380,Not listed,Not listed
"West End Avenue, Manhattan, NY 10023",UPPER WEST SIDE,APARTMENT BUILDING,4500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277326/mediarouting.vestahub.com/Media/138908244?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"Columbus Place, Manhattan, NY 10019",CLINTON,APARTMENT BUILDING,5150,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277332/mediarouting.vestahub.com/Media/138909279?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"West End Avenue, Manhattan, NY 10023",UPPER WEST SIDE,APARTMENT BUILDING,3900,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277324/mediarouting.vestahub.com/Media/138906936?w=3840&q=75,Not listed,1,Not listed,Not listed,Not listed,Not listed
"West End Avenue, Manhattan, NY 10023",UPPER WEST SIDE,APARTMENT BUILDING,6995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277306/mediarouting.vestahub.com/Media/138879033?w=3840&q=75,2,2,Not listed,Not listed,Not listed,Not listed
"Fifth Avenue, Manhattan, NY 10075",UPPER EAST SIDE,RENTAL,8500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/29379/27459482?w=3840&q=75,2,1,Not listed,1040,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"339 East 57th Street, 4E, Manhattan, NY 10022",SUTTON AREA,APARTMENT BUILDING,3500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/PropertyAPI/NewTaxi/10208/mediarouting.vestahub.com/Media/42449256?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
