address,location,type,price,listing_image,beds,baths,half_baths,square_feet,brokerage,attribution
"1522 Lincoln Place, 3, Brooklyn, NY 11213",CROWN HEIGHTS,MULTI-FAMILY TOWNHOUSE,2600,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7713055/mediarouting.vestahub.com/Media/139007429?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"311 West 94th Street, 5D, Manhattan, NY 10025",UPPER WEST SIDE,APARTMENT BUILDING,5700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7713013/mediarouting.vestahub.com/Media/139005650?w=3840&q=75,4,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"98 Troy Avenue, 1F, Brooklyn, NY 11213",CROWN HEIGHTS,APARTMENT BUILDING,2750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7713010/mediarouting.vestahub.com/Media/139005613?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"30 Claver Place, 3R, Brooklyn, NY 11238",BEDFORD - STUYVESANT,APARTMENT BUILDING,4200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7713005/mediarouting.vestahub.com/Media/139005575?w=3840&q=75,3,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"301 East 66th Street, 15A, Manhattan, NY 10065",UPPER EAST SIDE,CONDO,3600,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7712981/mediarouting.vestahub.com/Media/139002319?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"324 East 116th Street, Manhattan, NY 10029",EAST HARLEM,SINGLE FAMILY TOWNHOUSE,2599,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7712963/mediarouting.vestahub.com/Media/138995691?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"47 East 129th Street, 2B, Manhattan, NY 10035",HARLEM,CONDO,3669,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7712962/mediarouting.vestahub.com/Media/138995676?w=3840&q=75,3,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"215 East 68th Street, 9D, Manhattan, NY 10021",UPPER EAST SIDE,APARTMENT BUILDING,4800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7712955/mediarouting.vestahub.com/Media/138995658?w=3840&q=75,1,1,Not listed,984,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"1792 Broadway, GROUND, Brooklyn, NY 11207",OCEAN HILL,RESIDENTIAL,3900,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7712931/mediarouting.vestahub.com/Media/139003628?w=3840&q=75,Not listed,1,1,1850,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"140 West 19th Street, 7D, Manhattan, NY 10011",CHELSEA/HUDSON YARDS,CONDO,3400,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7712903/mediarouting.vestahub.com/Media/138991580?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"1115 Jefferson Avenue, 2, Brooklyn, NY 11221",BUSHWICK,APARTMENT BUILDING,6695,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7712737/mediarouting.vestahub.com/Media/138978159?w=3840&q=75,6,6,1,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"25 West Houston Street, 2C, Manhattan, NY 10012",SOHO-NOLITA,CONDO,14950,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7712604/mediarouting.vestahub.com/Media/138970797?w=3840&q=75,2,2,Not listed,1589,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"556 Third Avenue, 1903, Manhattan, NY 10016",MURRAY HILL,CONDO,4700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7712454/mediarouting.vestahub.com/Media/139005721?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"81 West 118th Street, 1, Manhattan, NY 10026",SOUTH HARLEM,MULTI-FAMILY TOWNHOUSE,4000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7712200/mediarouting.vestahub.com/Media/138927647?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"339 East 57th Street, 3B, Manhattan, NY 10022",SUTTON AREA,APARTMENT BUILDING,2350,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/PropertyAPI/NewTaxi/10208/mediarouting.vestahub.com/Media/42449256?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"81 West 118th Street, 6R, Manhattan, NY 10026",SOUTH HARLEM,MULTI-FAMILY TOWNHOUSE,3249,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7712073/mediarouting.vestahub.com/Media/138922072?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"13-33 Jackson Avenue, 9A, Queens, NY 11101",LONG ISLAND CITY,CONDO,6750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7712062/mediarouting.vestahub.com/Media/139005628?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"77 East 12th Street, 3A, Manhattan, NY 10003",GREENWICH VILLAGE,CO-OP,3500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711981/mediarouting.vestahub.com/Media/138916714?w=3840&q=75,Not listed,1,Not listed,451,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"35 Howard Street, 2, Manhattan, NY 10013",SOHO-NOLITA,LOFT BUILDING,16500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711154/mediarouting.vestahub.com/Media/139004124?w=3840&q=75,3,3,Not listed,2250,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"33 Lincoln Road, 2D, Brooklyn, NY 11225",PROSPECT LEFFERTS,APARTMENT BUILDING,4300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7711139/mediarouting.vestahub.com/Media/138755214?w=3840&q=75,2,1,Not listed,850,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"328A Hart Street, 2, Brooklyn, NY 11206",BEDFORD - STUYVESANT,APARTMENT BUILDING,3200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710642/mediarouting.vestahub.com/Media/139009276?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"231 East 54th Street, 2D, Manhattan, NY 10022",SUTTON AREA,CO-OP,2850,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7710589/mediarouting.vestahub.com/Media/138976624?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"2 Lincoln Place, 4R, Brooklyn, NY 11217",PARK SLOPE,APARTMENT BUILDING,5600,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7705429/mediarouting.vestahub.com/Media/139009109?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"East 12th Street, Manhattan, NY 10003",EAST VILLAGE,APARTMENT BUILDING,4750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277896/mediarouting.vestahub.com/Media/139017780?w=3840&q=75,1,1,Not listed,Not listed,Not listed,Not listed
"West 45th Street, Manhattan, NY 10036",CLINTON,APARTMENT BUILDING,6675,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277866/mediarouting.vestahub.com/Media/139017710?w=3840&q=75,2,2,Not listed,Not listed,Not listed,Not listed
"West 45th Street, Manhattan, NY 10036",CLINTON,APARTMENT BUILDING,3925,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277861/mediarouting.vestahub.com/Media/139017676?w=3840&q=75,Not listed,1,Not listed,Not listed,Not listed,Not listed
"Amsterdam Avenue, Manhattan, NY 10025",UPPER WEST SIDE,APARTMENT BUILDING,2400,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277928/mediarouting.vestahub.com/Media/139021423?w=3840&q=75,1,1,Not listed,393,Not listed,Not listed
"West 170th Street, Manhattan, NY 10032",WASHINGTON HEIGHTS,APARTMENT BUILDING,2300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2278206/mediarouting.vestahub.com/Media/139030508?w=3840&q=75,1,1,Not listed,660,Not listed,Not listed
"West 204th Street, Manhattan, NY 10034",INWOOD,APARTMENT BUILDING,2295,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2278213/mediarouting.vestahub.com/Media/139030543?w=3840&q=75,1,1,Not listed,603,Not listed,Not listed
"West 72Nd Street, Manhattan, NY 10023",UPPER WEST SIDE,APARTMENT BUILDING,2750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2278050/mediarouting.vestahub.com/Media/139025419?w=3840&q=75,Not listed,1,Not listed,321,Not listed,Not listed
"West 72Nd Street, Manhattan, NY 10023",UPPER WEST SIDE,APARTMENT BUILDING,2300,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2278046/mediarouting.vestahub.com/Media/139025404?w=3840&q=75,Not listed,1,Not listed,283,Not listed,Not listed
"West 72Nd Street, Manhattan, NY 10023",UPPER WEST SIDE,APARTMENT BUILDING,2750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277930/mediarouting.vestahub.com/Media/139021435?w=3840&q=75,Not listed,1,Not listed,351,Not listed,Not listed
"West 73rd Street, Manhattan, NY 10023",UPPER WEST SIDE,APARTMENT BUILDING,3800,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277935/mediarouting.vestahub.com/Media/139022395?w=3840&q=75,1,1,Not listed,709,Not listed,Not listed
"West 73rd Street, Manhattan, NY 10023",UPPER WEST SIDE,APARTMENT BUILDING,2750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277929/mediarouting.vestahub.com/Media/139021432?w=3840&q=75,1,1,Not listed,542,Not listed,Not listed
"West 87th Street, Manhattan, NY 10024",UPPER WEST SIDE,APARTMENT BUILDING,3950,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277936/mediarouting.vestahub.com/Media/139022429?w=3840&q=75,1,1,Not listed,647,Not listed,Not listed
"West 79th Street, Manhattan, NY 10024",UPPER WEST SIDE,APARTMENT BUILDING,4900,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2278134/mediarouting.vestahub.com/Media/139027101?w=3840&q=75,1,1,Not listed,927,Not listed,Not listed
"East 56th Street, Manhattan, NY 10022",SUTTON AREA,APARTMENT BUILDING,4750,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277952/mediarouting.vestahub.com/Media/139022540?w=3840&q=75,1,1,Not listed,946,Not listed,Not listed
"Netherland Avenue, Bronx, NY 10463",RIVERDALE,APARTMENT BUILDING,2475,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/AdAPI/NewTaxi/2277693/mediarouting.vestahub.com/Media/139002339?w=3840&q=75,1,1,Not listed,540,Not listed,Not listed
"4014 Avenue I, 2, Flatlands, NY 11234",FLATLANDS,RENTAL,3500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3504215/89314965598c516e216976979ec197f0?w=3840&q=75,4,1,Not listed,Not listed,Courtesy of Abc Real Estate Services Inc,Not listed
"7502 Avenue T, Bergen Beach, NY 11234",BERGEN BEACH,RENTAL,3000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3504229/2928853c83566eb2428045da2153f809?w=3840&q=75,3,1,1,Not listed,Courtesy of Douglas Elliman Real Estate,Not listed
"9318 Avenue K, 3F, Canarsie, NY 11236",CANARSIE,RENTAL,2000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3504121/a466e6b0066aaf151cdc7be3f9bd8521?w=3840&q=75,2,2,Not listed,600,Courtesy of Winzone Realty Inc,Not listed
"75 Woodbine Street, 2, Bushwick, NY 11221",BUSHWICK,RENTAL,6400,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3504030/ebc590cc733723123ea5540306a99ba?w=3840&q=75,6,4,Not listed,Not listed,Courtesy of Elite Team Realty Llc,Not listed
"75 Woodbine Street, 1, Bushwick, NY 11221",BUSHWICK,RENTAL,3200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3504038/bc6ce6e5a75f1a0149cf75abf1515fce?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Elite Team Realty Llc,Not listed
"31-56 44th Street, 1, Long Island City, NY 11103",LONG ISLAND CITY,RENTAL,4250,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3504015/c3210d60aeb6993666bfbaed8f5a7e86?w=3840&q=75,2,1,1,Not listed,Courtesy of Realty Executives Today,Not listed
"32-18 35th Avenue, 3, Long Island City, NY 11106",LONG ISLAND CITY,RENTAL,4000,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/RealogyMLS/LI:3503920/6ccccf90d2b812251a1dbb443930fcb8?w=3840&q=75,3,1,1,Not listed,Courtesy of Compass Greater Ny Llc,Not listed
"East 31st Street, Manhattan, NY 10016",KIPS,RENTAL,7160,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/57953/31100370?w=3840&q=75,2,2,1,950,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"East 32nd Street, Manhattan, NY 10016",KIPS,RENTAL,6580,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/57854/31551839?w=3840&q=75,2,1,Not listed,430,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"Washington Street, Manhattan, NY 10006",FINANCIAL DISTRICT,RENTAL,4610,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/35058/30066701?w=3840&q=75,Not listed,1,Not listed,550,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"48th Avenue, Queens, NY 11109",HUNTERS POINT,RENTAL,4900,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/24737/30012516?w=3840&q=75,1,1,Not listed,606,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"East 82nd Street, Manhattan, NY 10028",YORKVILLE,RENTAL,5360,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/2949/31522423?w=3840&q=75,1,1,Not listed,567,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"Vanderbilt Avenue, Brooklyn, NY 11238",CLINTON HILL,RENTAL,7420,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/2796/31397040?w=3840&q=75,2,1,Not listed,850,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"East 34th Street, Manhattan, NY 10016",MURRAY HILL,RENTAL,7080,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/TrestleVow/45011/22810055?w=3840&q=75,1,1,Not listed,567,Must be registered to view full listing details,https://media-cloud.corcoranlabs.com/static-images/rls-at-rebny-red-logo.png?w=3840&q=75
"176 Woodward Avenue, 427, Queens, NY 11385",RIDGEWOOD,APARTMENT BUILDING,4380,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7712964/mediarouting.vestahub.com/Media/138997660?w=3840&q=75,2,2,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"211 Mcguinness Boulevard, 723, Brooklyn, NY 11222",GREENPOINT,APARTMENT BUILDING,3995,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7712961/mediarouting.vestahub.com/Media/138995663?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"536 West 47th Street, 9, Manhattan, NY 10036",CLINTON,APARTMENT BUILDING,2200,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7712907/mediarouting.vestahub.com/Media/138991719?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"1220 Flatbush Avenue, 1, Brooklyn, NY 11226",DITMAS PARK,APARTMENT BUILDING,3500,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,Not listed,1,1,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"259 Columbia Street, 1, Brooklyn, NY 11231",COLUMBIA WATERFRONT,APARTMENT BUILDING,3700,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7712881/mediarouting.vestahub.com/Media/138989929?w=3840&q=75,1,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"1235 First Avenue, 3, Manhattan, NY 10065",UPPER EAST SIDE,APARTMENT BUILDING,3350,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/default-building-image.jpg?w=3840&q=75,2,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
"854 West End Avenue, 1F, Manhattan, NY 10025",UPPER WEST SIDE,MULTI-FAMILY TOWNHOUSE,1795,https://media-cloud.corcoranlabs.com/filters:format(webp)/fit-in/424x424/ListingFullAPI/NewTaxi/7712785/mediarouting.vestahub.com/Media/138980434?w=3840&q=75,Not listed,1,Not listed,Not listed,Courtesy of Corcoran,https://media-cloud.corcoranlabs.com/static-images/corcoran-logo.svg?w=3840&q=75
